2023,RUS,17098242.0
2023,ATA,14200000.0
2023,CAN,9984670.0
2023,USA,9833517.0
2023,CHN,9596960.0
2023,BRA,8515770.0
2023,AUS,7741220.0
2023,IND,3287263.0
2023,ARG,2780400.0
2023,KAZ,2724900.0
2023,DZA,2381740.0
2023,COD,2344858.0
2023,GRL,2166086.0
2023,SAU,2149690.0
2023,MEX,1964375.0
2023,IDN,1904569.0
2023,SDN,1861484.0
2023,LBY,1759540.0
2023,IRN,1648195.0
2023,MNG,1564116.0
2023,PER,1285216.0
2023,TCD,1284000.0
2023,NER,1267000.0
2023,AGO,1246700.0
2023,MLI,1240192.0
2023,ZAF,1219090.0
2023,COL,1138910.0
2023,ETH,1104300.0
2023,BOL,1098581.0
2023,MRT,1030700.0
2023,EGY,1001450.0
2023,TZA,947300.0
2023,NGA,923768.0
2023,VEN,912050.0
2023,NAM,824292.0
2023,MOZ,799380.0
2023,PAK,796095.0
2023,TUR,783562.0
2023,CHL,756102.0
2023,ZMB,752618.0
2023,MAR,716550.0
2023,MMR,676578.0
2023,AFG,652230.0
2023,SSD,644329.0
2023,FRA,643801.0
2023,SOM,637657.0
2023,CAF,622984.0
2023,UKR,603550.0
2023,MDG,587041.0
2023,BWA,581730.0
2023,KEN,580367.0
2023,YEM,527968.0
2023,THA,513120.0
2023,ESP,505370.0
2023,TKM,488100.0
2023,CMR,475440.0
2023,PNG,462840.0
2023,SWE,450295.0
2023,UZB,447400.0
2023,IRQ,438317.0
2023,PRY,406752.0
2023,ZWE,390757.0
2023,JPN,377915.0
2023,DEU,357022.0
2023,COG,342000.0
2023,FIN,338145.0
2023,VNM,331210.0
2023,MYS,329847.0
2023,NOR,323802.0
2023,CIV,322463.0
2023,POL,312685.0
2023,OMN,309500.0
2023,ITA,301340.0
2023,PHL,300000.0
2023,ECU,283561.0
2023,BFA,274200.0
2023,NZL,268838.0
2023,GAB,267667.0
2023,GIN,245857.0
2023,GBR,243610.0
2023,UGA,241038.0
2023,GHA,238533.0
2023,ROU,238391.0
2023,LAO,236800.0
2023,GUY,214969.0
2023,BLR,207600.0
2023,KGZ,199951.0
2023,SEN,196722.0
2023,SYR,187437.0
2023,KHM,181035.0
2023,URY,176215.0
2023,SUR,163820.0
2023,TUN,163610.0
2023,BGD,148460.0
2023,NPL,147181.0
2023,TJK,144100.0
2023,GRC,131957.0
2023,NIC,130370.0
2023,PRK,120538.0
2023,MWI,118484.0
2023,ERI,117600.0
2023,BEN,112622.0
2023,HND,112090.0
2023,LBR,111369.0
2023,BGR,110879.0
2023,CUB,110860.0
2023,GTM,108889.0
2023,ISL,103000.0
2023,KOR,99720.0
2023,HUN,93028.0
2023,PRT,92090.0
2023,JOR,89342.0
2023,AZE,86600.0
2023,AUT,83871.0
2023,ARE,83600.0
2023,CZE,78867.0
2023,SRB,77474.0
2023,PAN,75420.0
2023,SLE,71740.0
2023,IRL,70273.0
2023,GEO,69700.0
2023,LKA,65610.0
2023,LTU,65300.0
2023,LVA,64589.0
2023,SJM,62045.0
2023,TGO,56785.0
2023,HRV,56594.0
2023,BIH,51197.0
2023,CRI,51100.0
2023,SVK,49035.0
2023,DOM,48670.0
2023,EST,45228.0
2023,DNK,43094.0
2023,NLD,41543.0
2023,CHE,41277.0
2023,BTN,38394.0
2023,GNB,36125.0
2023,TWN,35980.0
2023,MDA,33851.0
2023,BEL,30528.0
2023,LSO,30355.0
2023,ARM,29743.0
2023,SLB,28896.0
2023,ALB,28748.0
2023,GNQ,28051.0
2023,BDI,27830.0
2023,HTI,27750.0
2023,RWA,26338.0
2023,MKD,25713.0
2023,DJI,23200.0
2023,BLZ,22966.0
2023,ISR,21937.0
2023,SLV,21041.0
2023,SVN,20273.0
2023,NCL,18575.0
2023,FJI,18274.0
2023,KWT,17818.0
2023,SWZ,17364.0
2023,TLS,14874.0
2023,BHS,13880.0
2023,MNE,13812.0
2023,VUT,12189.0
2023,FLK,12173.0
2023,QAT,11586.0
2023,GMB,11300.0
2023,JAM,10991.0
2023,LBN,10400.0
2023,CYP,9251.0
2023,PRI,9104.0
2023,BRN,5765.0
2023,TTO,5128.0
2023,PYF,4167.0
2023,CPV,4033.0
2023,SGS,3903.0
2023,WSM,2831.0
2023,LUX,2586.0
2023,COM,2235.0
2023,MUS,2040.0
2023,VIR,1910.0
2023,FRO,1393.0
2023,HKG,1108.0
2023,STP,964.0
2023,TCA,948.0
2023,KIR,811.0
2023,BHR,760.0
2023,DMA,751.0
2023,TON,747.0
2023,SGP,719.0
2023,FSM,702.0
2023,LCA,616.0
2023,IMN,572.0
2023,GUM,544.0
2023,AND,468.0
2023,MNP,464.0
2023,PLW,459.0
2023,SYC,455.0
2023,CUW,444.0
2023,ATG,443.0
2023,BRB,430.0
2023,HMD,412.0
2023,SHN,394.0
2023,VCT,389.0
2023,GRD,344.0
2023,MLT,316.0
2023,MDV,298.0
2023,CYM,264.0
2023,KNA,261.0
2023,NIU,260.0
2023,SPM,242.0
2023,COK,236.0
2023,ASM,224.0
2023,MHL,181.0
2023,ABW,180.0
2023,LIE,160.0
2023,VGB,151.0
2023,WLF,142.0
2023,CXR,135.0
2023,JEY,116.0
2023,MSR,102.0
2023,AIA,91.0
2023,GGY,78.0
2023,SMR,61.0
2023,IOT,60.0
2023,BMU,54.0
2023,MAF,50.0
2023,BVT,49.0
2023,PCN,47.0
2023,NFK,36.0
2023,SXM,34.0
2023,MAC,28.0
2023,TUV,26.0
2023,BLM,25.0
2023,NRU,21.0
2023,CCK,14.0
2023,TKL,12.0
2023,GIB,7.0
2023,MCO,2.0
2023,VAT,0.0
